CVR,CropCode,TotalMarkerArea,MarkerFieldCount
10216710,254,8.04,2
10216710,276,3.35,3
10216710,308,5.31,1
10217474,1,22.51,3
10217474,10,6.92,1
10217474,11,2.57,1
10217474,22,9.39,1
10217474,252,3.3499999999999996,2
10217474,308,0.68,1
10218349,1,71.24000000000001,9
10218349,11,51.57,6
10218349,15,22.38,2
10218349,252,2.9,4
10218349,308,1.1800000000000002,4
10218349,310,6.41,5
10218349,345,0.56,2
10220483,1,34.85,3
10220483,221,34.3,3
10220483,230,0.22,1
10220483,252,1.68,1
10220483,257,2.28,1
10220483,260,4.1,3
10220483,263,1.07,1
10220483,339,0.27,1
10220769,1,25.63,1
10220769,11,69.9,3
10220769,252,1.62,1
10220769,263,7.2700000000000005,2
10220769,264,2.1399999999999997,2
10220769,339,12.67,1
10221773,251,7.819999999999999,2
10221773,252,6.13,4
10221773,263,1.49,2
10222311,11,7.960000000000001,3
10222311,251,0.4,1
10222311,580,0.33,2
10222796,257,5.46,2
10223350,251,0.49,1
10223350,260,16.29,3
10223822,1,15.71,2
10223822,5,0.43,1
10223822,6,14.97,1
10223822,13,16.99,4
10223822,14,7.31,1
10223822,15,13.069999999999999,2
10223822,22,13.129999999999999,2
10223822,101,13.51,3
10223822,250,2.91,4
10223822,308,3.54,4
10223822,325,0.33,1
10223849,1,3.1400000000000006,3
10223849,260,0.54,2
10225418,1,14.68,3
10225418,11,7.84,2
10225418,250,2.69,2
10225418,308,0.03,1
10225612,172,7.37,2
10225612,252,17.729999999999997,6
10225760,1,8.54,3
10225760,11,13.21,3
10225760,22,10.8,2
10225760,31,7.19,3
10225760,247,10.059999999999999,3
10225760,250,0.31,1
10225760,251,1.11,1
10225760,254,3.95,1
10225760,308,0.96,1
10225825,14,13.09,5
10225825,22,5.45,1
10225825,254,2.9099999999999997,4
10225825,268,7.95,5
10226058,1,10.489999999999998,4
10226058,15,3.59,1
10226058,252,2.67,1
10226120,1,4.45,1
10226120,10,13.34,1
10226120,11,9.36,2
10226120,251,3.52,1
10226120,276,1.56,1
10226120,308,3.33,2
10226368,1,37.61,4
10226368,11,22.77,2
10226368,160,20.83,2
10226368,308,1.1500000000000001,5
10226856,10,9.9,2
10226856,271,1.2,2
10227151,1,6.09,2
10227151,10,5.92,2
10227151,252,0.89,2
10227151,580,2.2,1
10227720,250,1.76,2
10227720,252,5.370000000000001,4
10227720,528,0.45,1
10227720,587,3.6799999999999997,2
10228018,1,12.57,2
10228018,11,18.61,4
10228018,22,11.92,2
10228018,327,0.03,1
10229022,1,21.59,5
10229022,3,2.52,1
10229022,10,18.5,2
10229022,11,10.32,2
10229022,257,2.43,1
10229065,2,13.25,2
10229065,3,14.32,1
10229065,16,16.35,1
10229065,252,11.720000000000002,6
10229065,254,3.9000000000000004,4
10229065,260,0.82,1
10229065,268,25.580000000000002,6
10229065,907,2.7199999999999998,4
10229219,1,6.45,1
10229219,11,9.71,1
10229219,276,0.25,1
10229219,308,1.63,1
10229316,251,5.6899999999999995,5
10229316,264,6.09,3
10229499,3,4.460000000000001,4
10229499,252,4.76,3
10229499,260,9.489999999999998,3
10229499,276,1.99,1
10229499,580,0.56,1
10229499,587,5.79,1
10229715,252,11.130000000000003,7
10229715,260,8.09,3
10229715,267,0.1,1
10229715,271,3.05,1
10229715,528,0.13,1
10229715,704,6.629999999999999,3
10231108,1,34.46,5
10231108,2,2.96,1
10231108,10,16.96,7
10231108,11,48.089999999999996,5
10231108,13,39.480000000000004,3
10231108,22,25.69,5
10231108,251,2.2,3
10231108,263,0.52,1
10231108,308,8.85,4
10231183,1,9.59,5
10231183,11,9.610000000000001,6
10231183,250,2.01,1
10231183,267,0.82,1
10232295,11,8.88,3
10232295,216,10.700000000000001,3
10232295,252,9.930000000000001,8
10232295,260,4.88,4
10232295,512,0.68,1
10232295,553,2.39,1
10233399,1,4.44,1
10233399,3,6.71,1
10233399,10,2.39,1
10233399,11,15.08,2
10233399,252,0.76,1
10233496,1,12.59,3
10233496,216,16.18,3
10233496,247,5.48,1
10233496,251,2.0,4
10233496,254,9.39,3
10233496,257,0.63,1
10233496,263,0.89,1
10233496,268,1.11,1
10233801,252,7.72,3
10233801,260,5.34,2
10233801,263,4.4,1
10237548,264,3.35,1
10237548,276,4.359999999999999,4
10237548,703,0.63,1
10238641,1,25.16,7
10238641,10,43.78,8
10238641,11,55.4,9
10238641,15,71.03,8
10238641,18,0.34,1
10238641,22,46.32,5
10238641,250,5.6,3
10238641,252,1.2,1
10238641,263,1.35,2
10238641,308,5.340000000000001,5
10238641,325,0.4,1
10242576,1,16.22,4
10242576,11,7.39,1
10242576,22,17.9,3
10242576,111,8.36,1
10242576,160,19.59,4
10242576,216,0.32,1
10242576,263,0.42,1
10242576,276,0.27,2
10242576,520,3.42,2
10246008,1,5.33,3
10246008,260,6.43,5
10246008,263,3.55,2
10246008,701,4.68,2
10246849,1,8.29,3
10246849,2,1.65,1
10246849,11,8.07,3
10246849,260,0.6,1
10247497,1,36.32,3
10247497,10,38.29,3
10247497,11,19.43,4
10247497,15,39.75,6
10247497,22,15.219999999999999,3
10247497,264,2.27,2
10247497,276,0.7,1
10247497,308,2.8200000000000003,4
10249309,3,19.34,2
10249309,215,24.11,3
10249309,252,6.95,3
10249309,260,40.83,4
10250544,1,49.629999999999995,7
10250544,3,20.56,2
10250544,11,23.37,1
10250544,15,18.88,4
10250544,252,0.77,3
10250544,268,1.6,1
10250544,276,1.9100000000000001,2
10250544,308,0.43,1
10250544,310,2.2600000000000002,2
10250544,580,9.0,1
10250692,1,13.959999999999999,3
10250692,11,36.9,8
10250692,152,10.870000000000001,3
10250692,251,2.11,2
10250692,308,4.42,2
10250692,343,3.6,3
10250692,401,0.94,2
10250692,424,1.34,1
10250692,450,0.84,1
10250692,513,15.72,5
10250692,518,0.21,1
10250692,592,2.55,1
10251184,3,4.43,1
10251184,11,8.56,5
10251184,252,0.54,1
10251184,268,0.98,2
10251788,1,0.63,2
10251788,2,0.27,1
10251788,3,0.35,1
10251788,14,0.38,1
10251788,152,0.03,1
10251788,260,2.5100000000000002,5
10251788,450,0.08,1
10255902,251,14.200000000000001,7
10255902,521,0.13,1
10256186,252,4.119999999999999,6
10256186,254,6.02,2
10256186,318,2.5100000000000002,2
10256186,701,2.42,2
10256887,252,1.6300000000000001,3
10256887,260,5.35,4
10256887,701,2.76,2
10257298,1,13.57,1
10257298,3,18.52,2
10257298,11,39.09,4
10257298,22,19.939999999999998,3
10257298,308,6.26,2
10257832,1,7.3100000000000005,3
10257832,2,0.49,1
10257832,30,4.59,2
10257832,252,5.55,2
10257883,1,26.6,2
10257883,3,36.72,6
10257883,7,10.15,2
10257883,15,30.35,5
10257883,22,13.85,1
10257883,31,6.51,1
10257883,32,14.700000000000001,3
10257883,101,10.53,1
10257883,230,15.15,5
10257883,252,15.620000000000001,11
10257883,260,129.54,23
10257883,276,1.74,1
10257883,592,0.54,1
10257883,701,8.86,3
10260140,252,12.149999999999999,5
10260582,1,24.8,3
10260582,11,73.97999999999999,5
10260582,160,97.21999999999998,9
10260582,251,0.46,1
10260582,252,8.96,1
10260582,260,0.82,1
10260582,271,1.24,1
10260582,276,0.11,1
10261783,1,12.27,3
10261783,11,8.2,1
10262232,247,0.31,1
10262232,251,0.5900000000000001,3
10262232,252,1.2400000000000002,5
10262232,254,11.559999999999999,9
10262232,260,26.77,5
10262232,276,0.56,6
10262232,318,2.37,6
10262232,703,1.73,2
10262232,907,1.03,2
10262275,252,3.06,1
10262275,592,1.42,1
10265886,1,18.43,6
10265886,10,33.01,7
10265886,11,24.83,5
10265886,22,28.22,9
10265886,216,43.63,6
10265886,251,3.92,5
10265886,252,15.499999999999998,6
10265886,308,0.91,2
10265886,343,5.0600000000000005,11
10266394,254,4.7700000000000005,4
10266505,1,123.18,15
10266505,3,4.55,2
10266505,10,20.61,3
10266505,11,155.07,13
10266505,15,31.49,6
10266505,151,29.0,4
10266505,252,3.35,1
10266505,276,1.39,1
10266505,308,0.26,1
10266505,327,0.31,1
10266505,339,6.23,1
10266505,553,3.16,1
10266998,1,2.13,1
10266998,210,2.08,1
10266998,251,0.96,1
10266998,252,12.64,7
10266998,254,9.8,2
10266998,261,3.32,1
10266998,268,6.12,3
10266998,310,2.29,1
10267404,1,33.97,3
10267404,11,16.51,2
10267404,22,3.47,1
10271045,1,27.27,2
10271045,11,66.06,7
10271045,22,37.98,7
10271045,250,0.95,1
10271045,251,11.21,1
10271045,252,2.25,1
10271045,254,3.88,1
10271045,260,4.16,1
10271045,276,2.49,4
10271045,308,4.66,3
10271045,318,6.0,1
10271045,327,0.14,1
10272688,247,9.45,1
10272688,268,0.8,1
10272688,318,0.92,1
10272688,580,0.6599999999999999,7
10273803,1,28.42,4
10273803,3,12.719999999999999,2
10273803,11,37.45,2
10273803,22,21.35,1
10273803,101,27.38,1
10273803,250,0.55,2
10273803,267,0.11,1
10274133,1,18.96,6
10274133,5,0.54,2
10274133,11,18.4,5
10274133,108,6.76,3
10274133,251,3.62,2
10274133,327,0.06,1
10274133,339,2.09,2
10274338,1,37.74,7
10274338,10,10.9,1
10274338,11,19.25,2
10274338,15,6.73,1
10274338,264,0.4,1
10274338,271,0.1,1
10274338,276,0.99,1
10274338,321,2.7,1
10274338,602,1.01,1
10274338,603,1.37,1
10274389,252,1.54,3
10274389,263,5.82,3
10274389,276,1.6600000000000001,3
10274389,286,0.14,2
10278287,1,2.92,1
10278287,11,7.15,2
10278287,22,5.98,1
10278287,252,4.4399999999999995,3
10283183,251,5.58,3
10283183,252,7.75,2
10283183,276,1.91,1
10283477,1,42.489999999999995,9
10283477,11,13.55,1
10283477,15,6.67,1
10283477,22,12.579999999999998,2
10283477,252,2.37,1
10283477,254,8.96,4
10283477,263,9.11,5
10283477,701,2.9,1
10289270,3,5.4,4
10289270,252,3.8899999999999997,4
10289270,254,2.2199999999999998,2
10289270,260,9.5,6
10289270,580,4.5,3
10289270,907,2.74,3
10289297,252,1.0899999999999999,3
10289297,523,0.17,1
10289297,528,1.6199999999999999,2
10289378,1,7.630000000000001,2
10289378,151,19.990000000000002,2
10289505,1,67.88,5
10289505,5,0.73,2
10289505,11,32.43,5
10289505,22,10.04,2
10289505,107,34.04,2
10289505,160,17.44,1
10289505,252,1.73,1
10289505,263,0.3,1
10289505,264,0.55,1
10289505,513,0.96,2
10289505,583,0.81,1
10291194,216,11.829999999999998,6
10291194,252,5.449999999999999,2
10291194,260,32.57,9
10291194,263,12.43,3
10291194,308,1.4,1
10291194,701,5.21,2
10291895,1,17.9,1
10291895,11,24.71,1
10291895,15,16.64,3
10291895,22,16.23,2
10291895,160,13.47,1
10291895,251,0.3,1
10291895,327,0.56,1
10294274,1,11.620000000000001,3
10294274,11,11.5,4
10294274,160,10.889999999999999,3
10296005,1,8.67,3
10296005,15,9.38,4
10298687,251,4.12,12
10298687,252,12.77,9
10298687,254,42.3,12
10299837,42,0.4,1
10299837,252,2.8,3
10299837,260,2.26,4
10299837,578,5.8500000000000005,3
10299837,907,0.25,1
10302234,252,1.64,3
10302234,257,0.48,1
10302234,271,0.33,2
10302234,580,6.6000000000000005,3
10303095,1,26.61,8
10303095,31,13.020000000000001,4
10303095,151,11.22,1
10303095,308,0.1,1
10303168,1,7.95,1
10303168,252,0.59,1
10304296,4,9.5,2
10304296,14,8.489999999999998,2
10304296,252,15.25,9
10304296,254,7.63,3
10304296,260,6.38,1
10306086,22,7.109999999999999,2
10306086,234,0.5,1
10306086,247,0.32,1
10306086,252,2.5100000000000002,2
10306086,254,4.01,2
10306086,260,4.09,3
10306086,268,0.04,1
10306086,271,0.53,1
10306086,276,1.04,2
10306086,318,2.18,1
10306086,580,3.69,2
10306086,583,3.25,1
10306574,15,8.43,1
10306574,257,3.34,1
10308275,252,0.89,1
10308275,264,3.1,1
10308542,1,15.870000000000001,4
10308542,11,5.6,1
10308542,22,6.95,1
10308976,15,7.41,1
10309735,1,15.99,4
10309735,11,31.09,6
10309735,101,19.39,2
10309735,124,11.950000000000001,3
10309735,276,0.3,1
10309735,583,2.84,3
10311179,1,17.53,3
10311179,2,14.330000000000002,3
10311179,3,1.9900000000000002,2
10311233,1,14.7,3
10311233,2,1.9,1
10311233,11,16.68,3
10311233,276,1.11,2
10311233,327,0.47000000000000003,2
10312183,1,14.49,2
10312183,11,16.71,1
10312183,116,13.87,1
10312183,214,11.98,1
10312183,216,42.120000000000005,6
10312183,252,5.1899999999999995,5
10312183,263,18.71,3
10312183,271,1.74,1
10312604,1,1.09,2
10312604,252,0.31,1
10312604,260,0.55,1
10312604,280,0.29,1
10313597,11,10.59,4
10313597,252,3.1500000000000004,3
10313597,260,1.21,2
10313597,263,2.68,2
10313597,271,3.25,2
10313597,308,0.86,1
10313597,310,1.1,1
10314240,1,26.990000000000002,4
10314240,3,3.79,1
10314240,15,17.43,4
10314240,252,1.08,1
10314240,260,2.84,2
10314240,308,0.26,1
10315409,1,61.989999999999995,5
10315409,10,24.159999999999997,5
10315409,11,17.18,4
10315409,22,20.17,3
10315409,252,3.89,6
10315409,254,10.45,1
10315409,263,0.97,1
10315409,268,0.48,1
10315409,276,0.49,1
10315581,583,34.78,15
10316782,210,1.85,1
10316782,251,0.91,1
10316782,252,0.5,1
10316782,263,3.96,2
10321395,1,94.87,14
10321395,10,25.5,5
10321395,11,117.67,15
10321395,15,37.65,4
10321395,22,30.669999999999998,3
10321395,101,24.21,1
10321395,149,38.67,5
10321395,252,9.55,7
10321395,276,3.26,5
10321395,308,3.09,8
10322294,1,21.060000000000002,2
10322294,11,15.37,1
10322294,14,2.52,1
10322294,308,0.22000000000000003,2
10322294,325,1.72,2
10322294,339,0.13,1
10325595,1,7.0,3
10325595,2,14.9,3
10325595,10,20.01,3
10325595,11,66.82,7
10325595,22,19.78,1
10325595,252,0.9,1
10325595,263,0.29,1
10325595,271,0.61,1
10325595,308,0.81,1
10327245,1,17.06,6
10327245,252,3.81,1
10327245,255,0.44,1
10327245,260,8.2,3
10327245,701,0.4,1
10329531,1,9.51,2
10329531,216,41.169999999999995,5
10329531,252,14.229999999999999,12
10329531,263,7.81,2
10329531,308,0.51,1
10329531,709,16.5,1
10331870,3,30.169999999999998,4
10331870,5,0.39,1
10331870,11,77.28,9
10331870,15,14.91,3
10331870,22,34.03,5
10331870,267,4.87,1
10331870,276,0.76,1
10331870,308,5.08,10
10331870,434,1.08,1
10333431,1,30.5,2
10333431,3,11.97,1
10333431,10,22.16,2
10333431,11,43.599999999999994,3
10333431,16,12.19,1
10333431,22,48.2,2
10333431,101,19.3,1
10333431,308,9.469999999999999,3
10335787,593,5.23,6
10337038,310,5.92,1
10340373,15,6.04,4
10340373,311,6.3500000000000005,4
10340373,580,7.6899999999999995,2
10340373,585,0.32,1
10342201,1,32.1,11
10342201,14,1.98,1
10342201,254,4.91,1
10342201,260,30.240000000000002,9
10342201,489,2.03,2
10342201,493,1.08,1
10342201,514,7.24,4
10342201,515,7.33,4
10342201,516,7.31,1
10342201,528,1.35,2
10342201,583,2.33,1
10342201,591,1.99,1
10342201,907,2.19,4
10342600,251,4.72,3
10342600,252,8.879999999999999,3
10347203,1,49.19,5
10347203,11,17.1,1
10347203,15,40.940000000000005,6
10347203,252,2.42,1
10347203,276,5.25,3
10347203,308,1.38,3
10347599,264,1.1,1
10347599,276,11.719999999999999,4
10349389,1,9.3,4
10349389,5,1.6800000000000002,3
10349389,250,5.42,5
10349389,252,2.0,1
10349389,263,3.0,1
10349389,580,37.49,9
10349389,583,9.16,4
10351375,1,18.439999999999998,3
10351375,22,10.35,1
10351375,101,10.24,1
10351375,276,1.17,1
10351987,1,49.84,6
10351987,10,21.92,2
10351987,11,29.17,5
10351987,15,20.75,1
10351987,22,22.28,3
10351987,252,4.78,4
10351987,255,3.58,3
10351987,260,26.74,3
10351987,308,10.37,2
10351987,310,1.51,1
10351995,216,10.56,3
10351995,260,35.660000000000004,9
10351995,263,10.01,2
10351995,701,8.49,2
10352096,1,40.48,8
10352096,11,13.05,1
10352096,210,2.14,1
10352096,216,62.04,7
10352096,252,19.71,8
10352096,260,96.32999999999998,9
10352096,263,0.99,1
10354684,1,50.489999999999995,5
10354684,10,11.07,2
10354684,151,43.580000000000005,4
10356873,1,13.34,2
10356873,11,41.980000000000004,8
10356873,22,12.07,1
10356873,252,3.01,2
10356873,254,12.99,1
10356873,268,2.07,1
10356873,271,0.88,1
10356873,339,4.24,3
10357047,1,75.89999999999999,10
10357047,7,15.5,1
10357047,11,32.910000000000004,5
10357047,14,22.47,5
10357047,22,25.580000000000002,5
10357047,252,5.4,2
10357047,257,11.42,7
10357047,308,1.6600000000000001,3
10358205,251,5.670000000000001,6
10358205,260,0.33,1
10359007,1,8.11,2
10359007,5,0.35,1
10359007,11,24.56,1
10359007,21,14.33,2
10359007,22,73.47,12
10359007,107,36.86999999999999,5
10359007,260,34.910000000000004,2
10359007,271,2.56,3
10359007,343,0.39,1
10359007,702,6.43,1
10361478,1,32.82,6
10361478,11,5.54,1
10361478,152,1.6,1
10361478,160,14.0,1
10361478,308,10.74,2
10362776,2,21.98,2
10362776,152,43.66,4
10362776,266,1.76,1
10362776,276,1.62,2
10362776,310,0.49,1
10365007,216,41.86,13
10365007,252,3.94,2
10365007,255,0.32,1
10365007,257,2.61,1
10365007,260,44.459999999999994,8
10365007,263,2.39,1
10365007,703,44.38,6
10365171,1,49.9,7
10365171,21,3.0,1
10365171,150,5.86,1
10365171,151,40.1,8
10365171,216,67.9,10
10365171,263,3.22,1
10366798,1,28.940000000000005,12
10366798,10,4.67,1
10366798,11,8.45,2
10366798,251,0.68,1
10366798,276,0.53,1
10366798,318,6.85,4
10366984,1,13.81,2
10366984,3,14.14,2
10366984,11,31.189999999999998,3
10366984,276,1.84,3
10368332,1,6.109999999999999,3
10368332,2,4.779999999999999,2
10368332,210,7.34,3
10368332,252,0.98,1
10368332,263,22.269999999999996,11
10368332,701,3.91,1
10369975,252,6.789999999999999,5
10369975,255,1.53,1
10369975,260,1.72,2
10370094,1,6.11,1
10370094,11,10.43,2
10370094,15,19.5,2
10370094,216,21.71,3
10370094,251,2.29,3
10370094,252,18.57,5
10370094,260,23.61,7
10370094,263,4.22,1
10370094,271,0.42,2
10370094,308,3.21,2
10372135,252,4.68,7
10372135,263,0.85,1
10372232,252,12.5,3
10373093,251,11.99,6
10373093,260,0.12,1
10374138,276,3.04,2
10375649,1,8.74,2
10375649,214,7.95,3
10375649,247,31.03,8
10375649,252,31.9,10
10375649,254,186.61999999999998,39
10375649,260,29.4,10
10375797,1,8.879999999999999,3
10375797,3,8.51,6
10375797,10,15.2,2
10375797,11,15.729999999999999,4
10375797,252,7.29,3
10375797,254,2.85,2
10375797,276,1.06,1
10375797,308,2.73,3
10375886,1,98.22,10
10375886,2,6.4,1
10375886,10,44.26,2
10375886,11,113.32000000000002,10
10375886,22,30.769999999999996,2
10375886,101,9.44,1
10375886,108,32.9,2
10375886,113,11.83,1
10375886,250,2.91,3
10375886,308,11.489999999999998,7
10376505,1,9.34,5
10376505,3,3.7,1
10376505,11,3.02,2
10376505,15,3.58,1
10376505,280,1.76,1
10377633,1,26.86,3
10377633,3,2.57,1
10377633,11,12.71,1
10377633,250,1.75,2
10377633,252,1.02,1
10377870,3,10.78,3
10377870,15,11.66,1
10377870,215,2.85,1
10377870,252,7.23,7
10377870,254,13.39,9
10377870,257,0.76,1
10377870,260,43.620000000000005,8
10377870,318,8.16,5
10377870,583,1.29,1
10377870,703,17.64,4
10377870,704,4.93,1
10377870,907,0.21,1
10379172,1,7.609999999999999,3
10379172,3,7.23,2
10379172,252,3.25,5
10379849,1,91.85,10
10379849,5,1.0899999999999999,2
10379849,13,129.7,14
10379849,22,81.86999999999999,4
10379849,276,7.17,4
10379849,308,2.13,2
10379849,325,3.58,1
10380685,252,5.859999999999999,2
10380685,583,1.01,1
10381398,251,2.7199999999999998,2
10381398,252,1.62,1
10381398,264,0.73,1
10381584,252,5.26,4
10381584,271,0.6599999999999999,2
10382432,1,1.8399999999999999,2
10382432,3,25.320000000000004,4
10382432,11,56.050000000000004,13
10382432,22,20.39,1
10382432,251,2.41,4
10382432,252,6.1000000000000005,4
10382432,260,7.78,3
10382432,308,1.62,3
10382432,327,0.68,1
10382440,11,19.53,2
10382440,31,26.830000000000002,4
10382440,252,3.63,3
10382440,257,2.27,2
10382440,276,1.6400000000000001,2
10382440,308,2.5,1
10382602,1,33.04,6
10382602,11,55.52,2
10382602,160,25.33,3
10382602,252,0.34,1
10383196,252,3.23,2
10383242,1,8.620000000000001,2
10383242,11,19.25,5
10383242,257,1.98,2
10383633,1,3.71,1
10383633,3,3.76,3
10383633,11,6.49,1
10383633,583,0.12,1
10383730,1,15.64,3
10383730,10,4.52,1
10383730,15,5.98,1
10383730,30,13.930000000000001,3
10383730,216,32.160000000000004,7
10383730,251,1.2,1
10383730,255,6.79,2
10383730,260,44.18,10
10383730,276,2.76,3
10383730,308,3.47,2
10383730,701,20.37,7
10384230,276,3.16,3
10384389,247,27.95,10
10384389,251,0.45,1
10384389,252,0.22999999999999998,6
10384389,254,56.010000000000005,14
10384389,264,0.8300000000000001,3
10384389,276,3.3899999999999997,5
10384389,318,252.38,63
10384389,321,8.639999999999999,5
10384389,580,18.3,1
10384389,907,296.3099999999999,108
10386209,1,10.94,2
10386209,15,11.850000000000001,2
10386209,30,10.92,2
10386209,216,13.83,2
10386209,254,2.33,2
10386209,263,2.25,2
10386209,318,3.17,5
10389135,1,6.72,1
10389135,101,12.5,2
10389135,328,0.07,1
10390680,10,40.230000000000004,4
10390680,11,52.12,9
10390680,276,6.85,3
10390680,308,6.6,3
10390931,210,3.76,2
10390931,260,6.3100000000000005,4
10390931,583,5.4799999999999995,8
10391237,2,10.61,1
10391237,11,103.15999999999998,9
10391237,22,81.46000000000001,4
10391237,151,87.26,10
10391237,251,1.41,1
10391237,257,4.85,1
10391237,263,40.21,10
10391237,308,13.61,4
10391237,327,1.2600000000000002,7
10391385,1,56.35000000000001,8
10391385,11,50.39999999999999,6
10391385,15,23.15,6
10391385,22,51.84,9
10391385,101,18.68,3
10391385,151,30.799999999999997,3
10391385,251,4.18,5
10391385,252,2.47,1
10391385,267,0.39,1
10391385,276,3.42,2
10391385,308,1.93,5
10391385,311,2.9,1
10391385,327,0.51,2
10391385,343,4.040000000000001,5
10391385,580,0.26,1
10391385,583,1.77,3
10391946,13,50.5,10
10391946,22,25.07,3
10391946,276,0.73,1
10391946,308,6.38,1
10391946,310,5.4399999999999995,5
10391946,327,0.27,1
10393884,1,52.87,6
10393884,10,36.19,2
10393884,11,81.1,11
10393884,22,27.79,2
10393884,101,12.38,1
10393884,308,3.8300000000000005,12
10396840,1,18.14,5
10396840,11,40.33999999999999,7
10396840,22,20.64,2
10396840,264,1.1,1
10396840,308,4.28,1
10396840,345,0.19,1
10399793,1,5.3999999999999995,2
10399793,276,0.34,1
10400902,1,8.700000000000001,3
10400902,212,0.96,1
10400902,252,2.52,3
10400902,260,2.09,1
10400902,583,2.65,3
10401291,1,21.31,7
10401291,15,11.65,4
10401291,150,1.64,1
10401291,151,14.92,5
10401291,155,3.09,1
10401291,250,2.0700000000000003,2
10401437,7,15.39,2
10401437,10,17.689999999999998,2
10401437,210,21.810000000000002,2
10401437,214,15.15,1
10401437,260,40.82000000000001,5
10401437,263,7.66,4
10401437,276,0.93,1
10401437,280,9.47,1
10402107,10,141.1,11
10402107,11,196.14999999999998,23
10402107,22,191.47000000000003,20
10402107,267,5.959999999999999,4
10402107,276,19.3,4
10402107,308,30.22,7
10402107,310,0.17,1
10402441,1,16.02,1
