OriginalPesticideRowID,companyname,companyregistrationnumber,streetname,streetbuildingidentifier,flooridentifier,postcodeidentifier,city,acreagesize,acreageunit,name,code,pesticidename,pesticideregistrationnumber,dosagequantity,dosageunit,nopesticides
18648,,12102372,Åmosevej,77,nan,4440,Mørkøv,5.94,2,Silomajs,216,,19-179,4.455,4,0
18649,,12102372,Åmosevej,77,nan,4440,Mørkøv,5.94,2,Silomajs,216,,18-416,0.297,4,0
18650,,12102372,Åmosevej,77,nan,4440,Mørkøv,5.94,2,Silomajs,216,,1-185,2.97,4,0
18651,,12102372,Åmosevej,77,nan,4440,Mørkøv,11.63,2,Vårbyg,1,,11-70,0.061,2,0
18652,,12102372,Åmosevej,77,nan,4440,Mørkøv,11.63,2,Vårbyg,1,,19-205,2.775,4,0
18653,,12102372,Åmosevej,77,nan,4440,Mørkøv,11.63,2,Vårbyg,1,,64-87,2.128,4,0
18654,,12102372,Åmosevej,77,nan,4440,Mørkøv,11.63,2,Vårbyg,1,,19-179,8.325,4,0
18657,,12103840,Lykkesgårdsvej,6,nan,6740,Bramming,,,nan,,,nan,,,1
18947,,12137982,Østkystvejen,25,nan,9300,Sæby,,,nan,,,nan,,,1
19267,,12159773,Aarestrupvej,81,nan,7470,Karup J,,,nan,,,nan,,,1
20462,,12234589,Risgårdevej,16,nan,9640,Farsø,,,nan,,,nan,,,1
20560,,12242840,Birkerød Kongevej,15,nan,3460,Birkerød,,,nan,,,nan,,,1
21264,,12297793,Andbækvej,3,nan,6940,Lem St,50.33,2,Skovdrift med fjernelse af ved,581,,48-16,2.28,4,0
21265,,12297793,Andbækvej,3,nan,6940,Lem St,0.44,2,Ikke støtteberettiget landbrugsareal,361,,48-16,0.42,4,0
21266,,12297793,Andbækvej,3,nan,6940,Lem St,1.2,2,Rekreative formål,271,,48-16,4.8,4,0
21884,,12355106,Stadionvej,28,nan,7470,Karup J,27.19,2,Juletræer og pyntegrønt,583,,347-5,9.53,4,0
21885,,12355106,Stadionvej,28,nan,7470,Karup J,27.19,2,Juletræer og pyntegrønt,583,,357-4,44.34,4,0
22437,,12405197,Elkærvej,6,nan,8600,Silkeborg,47.21,2,Juletræer og pyntegrønt,583,,18-442,2.826,2,0
22438,,12405197,Elkærvej,6,nan,8600,Silkeborg,47.21,2,Juletræer og pyntegrønt,583,,48-16,156.965,4,0
22439,,12405197,Elkærvej,6,nan,8600,Silkeborg,47.21,2,Juletræer og pyntegrønt,583,,347-12,20.28,4,0
22440,,12405197,Elkærvej,6,nan,8600,Silkeborg,47.21,2,Juletræer og pyntegrønt,583,,526-21,3.796,4,0
22441,,12405197,Elkærvej,6,nan,8600,Silkeborg,47.21,2,Juletræer og pyntegrønt,583,,396-82,8.576,4,0
22442,,12405197,Elkærvej,6,nan,8600,Silkeborg,47.21,2,Juletræer og pyntegrønt,583,,1067-3,0.776,4,0
22578,,12412495,Nørtorupvej,142,nan,9690,Fjerritslev,12.05,2,Juletræer og pyntegrønt,583,,1-252,0.852,2,0
22579,,12412495,Nørtorupvej,142,nan,9690,Fjerritslev,12.05,2,Juletræer og pyntegrønt,583,,48-16,20.2,4,0
22580,,12412495,Nørtorupvej,142,nan,9690,Fjerritslev,12.05,2,Juletræer og pyntegrønt,583,,526-21,2.0,4,0
22942,,12442645,Højstrupvej,106,nan,7742,Vesløs,,,nan,,,nan,,,1
23110,,12460112,Skovmosevej,43,nan,9500,Hobro,,,nan,,,nan,,,1
23467,,12528280,Hårlevvejen,9,nan,4652,Hårlev,2.5,2,"Planteskolekulturer, stauder",547,,357-15,10.0,4,0
23468,,12528280,Hårlevvejen,9,nan,4652,Hårlev,2.5,2,"Planteskolekulturer, stauder",547,,357-4,20.0,4,0
23469,,12528280,Hårlevvejen,9,nan,4652,Hårlev,2.5,2,"Planteskolekulturer, stauder",547,,1-252,3.0,2,0
23505,,12542976,Barritskovvej,34,nan,7150,Barrit,16.89,2,Æbler,528,,699-1,10000.0,5,0
23678,,12562179,Mejerigården,4,nan,8700,Horsens,,,nan,,,nan,,,1
23936,,12608691,Overdrevsvej,22,nan,2765,Smørum,0.48,2,Potteplanter,545,,1-253,0.0324,2,0
23937,,12608691,Overdrevsvej,22,nan,2765,Smørum,0.05,2,Stauder,501,,18-549,0.001,4,0
23938,,12608691,Overdrevsvej,22,nan,2765,Smørum,0.1,2,Grønkål,406,,18-549,0.004,4,0
23939,,12608691,Overdrevsvej,22,nan,2765,Smørum,0.1,2,Grønkål,406,,1-253,5e-06,2,0
23940,,12608691,Overdrevsvej,22,nan,2765,Smørum,0.1,2,Grønkål,406,,526-13,0.011,2,0
23941,,12608691,Overdrevsvej,22,nan,2765,Smørum,0.1,2,Grønkål,406,,396-77,0.004,2,0
23942,,12608691,Overdrevsvej,22,nan,2765,Smørum,0.05,2,Stauder,501,,526-13,0.0045,2,0
23943,,12608691,Overdrevsvej,22,nan,2765,Smørum,0.3,2,Potteplanter,545,,526-13,0.0402,2,0
24138,,12622376,Bolsvej,42,nan,5500,Middelfart,,,nan,,,nan,,,1
24573,,12679475,Sognevejen,14,nan,2690,Karlslunde,0.968,2,Krydderurter (undtagen persille og purløg),432,,738-3,8.9,4,0
24574,,12679475,Sognevejen,14,nan,2690,Karlslunde,0.968,2,Krydderurter (undtagen persille og purløg),432,,677-1,10.6,2,0
24575,,12679475,Sognevejen,14,nan,2690,Karlslunde,1.092,2,Salat (drivhus),542,,526-13,11.1,2,0
24576,,12679475,Sognevejen,14,nan,2690,Karlslunde,1.092,2,Salat (drivhus),542,,526-14,520.0,4,0
24577,,12679475,Sognevejen,14,nan,2690,Karlslunde,1.092,2,Salat (drivhus),542,,738-3,6.64,4,0
24578,,12679475,Sognevejen,14,nan,2690,Karlslunde,0.968,2,Krydderurter (undtagen persille og purløg),432,,526-14,665.0,4,0
25389,,12765894,Lærkevej,4,nan,7362,Hampen,,,nan,,,nan,,,1
25512,,12790570,Ulstrup Skovvej,20A,nan,8860,Ulstrup,,,nan,,,nan,,,1
25910,,12846304,Østermarksvej,5,nan,6630,Rødding,21.0,2,Juletræer og pyntegrønt,583,,18-669,21.0,4,0
25911,,12846304,Østermarksvej,5,nan,6630,Rødding,6.0,2,Juletræer og pyntegrønt,583,,1070-2,1.8,2,0
25912,,12846304,Østermarksvej,5,nan,6630,Rødding,10.0,2,Juletræer og pyntegrønt,583,,561-3,2.5,2,0
25913,,12846304,Østermarksvej,5,nan,6630,Rødding,15.0,2,Juletræer og pyntegrønt,583,,396-82,3.0,4,0
25914,,12846304,Østermarksvej,5,nan,6630,Rødding,2.0,2,Juletræer og pyntegrønt,583,,347-7,1.56,4,0
25946,,12847874,Tornhøj,6,nan,5400,Bogense,2.99,2,"Planteskolekulturer, stauder",547,,352-5,0.059,2,0
25947,,12847874,Tornhøj,6,nan,5400,Bogense,2.59,2,Containerplads,564,,48-16,9.3,4,0
25948,,12847874,Tornhøj,6,nan,5400,Bogense,2.99,2,"Planteskolekulturer, stauder",547,,364-67,9.86,4,0
25963,,12849397,Jelstrupvej,9,nan,9600,Aars,,,nan,,,nan,,,1
26157,,12858477,Gelballevej,110,nan,6640,Lunderskov,10.16,2,Juletræer og pyntegrønt,583,,396-90,20.93,4,0
26158,,12858477,Gelballevej,110,nan,6640,Lunderskov,10.16,2,Juletræer og pyntegrønt,583,,561-3,1.272,2,0
26159,,12858477,Gelballevej,110,nan,6640,Lunderskov,10.16,2,Juletræer og pyntegrønt,583,,19-93,0.963,4,0
26160,,12858477,Gelballevej,110,nan,6640,Lunderskov,10.16,2,Juletræer og pyntegrønt,583,,526-21,1.0,4,0
26161,,12858477,Gelballevej,110,nan,6640,Lunderskov,10.16,2,Juletræer og pyntegrønt,583,,347-7,10.16,4,0
26162,,12858477,Gelballevej,110,nan,6640,Lunderskov,10.16,2,Juletræer og pyntegrønt,583,,364-12,20.0,4,0
26375,,12873603,Brodam,12,nan,9310,Vodskov,1.29,2,Juletræer og pyntegrønt,583,,396-53,1.5,4,0
26376,,12873603,Brodam,12,nan,9310,Vodskov,2.23,2,Lysåbne arealer i skov,903,,396-53,0.69,4,0
26620,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,25.19,2,Vinterhvede,11,,18-505,10.076,4,0
26621,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,17.04,2,Vårbyg,1,,48-47,32.265,2,0
26622,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,17.04,2,Vårbyg,1,,18-667,6.305,4,0
26623,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,4.25,2,Vintertriticale,16,,19-184,0.624,4,0
26624,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,19.22,2,Vinterraps,22,,396-12,9.61,4,0
26625,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,19.22,2,Vinterraps,22,,396-57,4.805,4,0
26626,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,25.19,2,Vinterhvede,11,,18-667,7.557,4,0
26627,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,17.04,2,Vårbyg,1,,396-82,2.045,4,0
26628,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,25.19,2,Vinterhvede,11,,64-82,3.779,4,0
26629,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,19.22,2,Vinterraps,22,,18-597,9.61,4,0
26630,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,25.19,2,Vinterhvede,11,,48-47,25.19,2,0
26631,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,17.04,2,Vårbyg,1,,64-70,6.816,4,0
26632,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,19.22,2,Vinterraps,22,,396-77,7.688,2,0
26633,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,17.04,2,Vårbyg,1,,11-65,0.102,2,0
26634,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,4.25,2,Vintertriticale,16,,19-240,1.248,4,0
26635,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,19.22,2,Vinterraps,22,,347-57,10.571,4,0
26636,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,4.25,2,Vintertriticale,16,,1-211,4.25,4,0
26637,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,17.04,2,Vårbyg,1,,19-184,4.26,4,0
26638,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,19.22,2,Vinterraps,22,,19-228,9.61,4,0
26639,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,17.04,2,Vårbyg,1,,18-597,5.964,4,0
26640,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,25.19,2,Vinterhvede,11,,64-69,3.527,2,0
26641,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,25.19,2,Vinterhvede,11,,19-240,15.114,4,0
26642,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,25.19,2,Vinterhvede,11,,19-184,7.557,4,0
26643,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,25.19,2,Vinterhvede,11,,1-211,25.19,4,0
26644,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,19.22,2,Vinterraps,22,,64-72,23.064,4,0
26645,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,4.25,2,Vintertriticale,16,,18-667,0.624,4,0
26646,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,4.25,2,Vintertriticale,16,,64-82,0.312,4,0
26647,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,4.25,2,Vintertriticale,16,,64-69,0.333,2,0
26648,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,4.25,2,Vintertriticale,16,,18-631,2.125,4,0
26649,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,19.22,2,Vinterraps,22,,64-91,4.805,4,0
26650,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,17.04,2,Vårbyg,1,,1-154,4.26,4,0
26651,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,25.19,2,Vinterhvede,11,,18-631,12.595,4,0
26652,,12883536,Ingstrupvej,44,nan,9700,Brønderslev,17.04,2,Vårbyg,1,,18-416,2.556,4,0
27324,,12918402,Muldbjergvej,10,nan,6971,Spjald,,,nan,,,nan,,,1
28219,,12976682,Huldremosevej,23,nan,8586,Ørum Djurs,,,nan,,,nan,,,1
28271,,12979177,Bavnevej,37,nan,8831,Løgstrup,15.75,2,Juletræer og pyntegrønt,583,,19-34,38.25,2,0
28272,,12979177,Bavnevej,37,nan,8831,Løgstrup,15.75,2,Juletræer og pyntegrønt,583,,64-45,0.9,4,0
28273,,12979177,Bavnevej,37,nan,8831,Løgstrup,15.75,2,Juletræer og pyntegrønt,583,,396-82,2.292,4,0
28274,,12979177,Bavnevej,37,nan,8831,Løgstrup,15.75,2,Juletræer og pyntegrønt,583,,396-90,13.1,4,0
28275,,12979177,Bavnevej,37,nan,8831,Løgstrup,15.75,2,Juletræer og pyntegrønt,583,,1-252,5.011,2,0
28276,,12979177,Bavnevej,37,nan,8831,Løgstrup,15.75,2,Juletræer og pyntegrønt,583,,18-669,17.48,4,0
28289,,12981287,Bastrupvej,60,nan,5485,Skamby,,,nan,,,nan,,,1
29162,,13030995,Obbekjærvej,87,nan,6760,Ribe,,,nan,,,nan,,,1
29163,,13031274,Ladbyvej,10,nan,4700,Næstved,,,nan,,,nan,,,1
29498,,13047340,Bøsseløkkevej,3,nan,5932,Humble,,,nan,,,nan,,,1
30289,,13087806,Kalvslundvej,18,nan,6760,Ribe,,,nan,,,nan,,,1
30411,,13095280,Tarpvej,11,nan,7330,Brande,23.64,2,Juletræer og pyntegrønt,583,,526-21,1.95,4,0
30412,,13095280,Tarpvej,11,nan,7330,Brande,23.64,2,Juletræer og pyntegrønt,583,,1067-3,0.135,4,0
30413,,13095280,Tarpvej,11,nan,7330,Brande,23.64,2,Juletræer og pyntegrønt,583,,561-3,7.75,2,0
30414,,13095280,Tarpvej,11,nan,7330,Brande,23.64,2,Juletræer og pyntegrønt,583,,48-16,36.5,4,0
30415,,13095280,Tarpvej,11,nan,7330,Brande,23.64,2,Juletræer og pyntegrønt,583,,347-5,4.0,4,0
30435,,13097690,Troelsebyvej,47,nan,4920,Søllested,,,nan,,,nan,,,1
30600,,13109400,Kaaesvej,2,nan,6990,Ulfborg,5.0,2,Anden skovdrift,580,,18-669,20.0,4,0
30601,,13109400,Kaaesvej,2,nan,6990,Ulfborg,5.0,2,Anden skovdrift,580,,48-16,1.0,4,0
30822,,13117179,Blåhøjvej,63,nan,6933,Kibæk,,,nan,,,nan,,,1
32113,,13162530,Saugmandsvej,17,nan,7660,Bækmarksbro,16.0,2,Juletræer og pyntegrønt,583,,48-16,20.0,4,0
32114,,13162530,Saugmandsvej,17,nan,7660,Bækmarksbro,6.0,2,"Planteskolekulturer, vedplanter, til videresalg",497,,64-72,2.24,4,0
32115,,13162530,Saugmandsvej,17,nan,7660,Bækmarksbro,16.0,2,Juletræer og pyntegrønt,583,,64-72,1.8,4,0
32116,,13162530,Saugmandsvej,17,nan,7660,Bækmarksbro,6.0,2,"Planteskolekulturer, vedplanter, til videresalg",497,,48-16,16.0,4,0
32270,,13166137,Ørtoftvej,100,nan,9300,Sæby,,,nan,,,nan,,,1
32367,,13169683,Tvedvej,7,nan,6630,Rødding,15.5,2,Juletræer og pyntegrønt,583,,347-5,13.5,4,0
32368,,13169683,Tvedvej,7,nan,6630,Rødding,2.5,2,Græs uden kløvergræs (omdrift),263,,48-16,3.3,4,0
32369,,13169683,Tvedvej,7,nan,6630,Rødding,22.8,2,Juletræer og pyntegrønt,583,,561-3,4.35,2,0
32370,,13169683,Tvedvej,7,nan,6630,Rødding,4.8,2,Juletræer og pyntegrønt,583,,396-82,0.6,4,0
32371,,13169683,Tvedvej,7,nan,6630,Rødding,11.3,2,Juletræer og pyntegrønt,583,,48-16,20.0,4,0
32372,,13169683,Tvedvej,7,nan,6630,Rødding,20.3,2,Juletræer og pyntegrønt,583,,18-669,20.75,4,0
32373,,13169683,Tvedvej,7,nan,6630,Rødding,7.0,2,Juletræer og pyntegrønt,583,,396-12,4.5,4,0
32389,,13170142,Hjerndrup Stadsvej,52,nan,6070,Christiansfeld,15.01,2,Juletræer og pyntegrønt,583,,48-43,15.96,4,0
32390,,13170142,Hjerndrup Stadsvej,52,nan,6070,Christiansfeld,15.01,2,Juletræer og pyntegrønt,583,,18-669,18.36,4,0
32391,,13170142,Hjerndrup Stadsvej,52,nan,6070,Christiansfeld,15.01,2,Juletræer og pyntegrønt,583,,396-82,2.476,4,0
32392,,13170142,Hjerndrup Stadsvej,52,nan,6070,Christiansfeld,15.01,2,Juletræer og pyntegrønt,583,,347-5,12.77,4,0
32714,,13197873,Tovrup,20,nan,6440,Augustenborg,,,nan,,,nan,,,1
33111,,13229848,Brændekildevej,43,nan,5250,Odense SV,,,nan,,,nan,,,1
34592,,13312834,Lundgårdvej,10,nan,6900,Skjern,,,nan,,,nan,,,1
34875,,13333793,Enghavevej,36,nan,4892,Kettinge,,,nan,,,nan,,,1
35160,,13337411,Kirkebjergvej,2,nan,6510,Gram,,,nan,,,nan,,,1
35188,,13338701,Tjærebyvej,37,nan,4000,Roskilde,,,nan,,,nan,,,1
35294,,13339589,Rybjergvej,13,nan,9670,Løgstør,,,nan,,,nan,,,1
35455,,13346984,Bjertevej,3,nan,5750,Ringe,,,nan,,,nan,,,1
35551,,13351031,Ilskovvej,24,nan,7451,Sunds,,,nan,,,nan,,,1
35687,,13353980,Solbjergvej,16A,nan,4270,Høng,27.47,2,Vårbyg,1,,18-416,35.711,4,0
35688,,13353980,Solbjergvej,16A,nan,4270,Høng,20.8,2,Vinterhvede,11,,1-211,297.44,4,0
35689,,13353980,Solbjergvej,16A,nan,4270,Høng,27.47,2,Vårbyg,1,,396-82,35.711,4,0
35690,,13353980,Solbjergvej,16A,nan,4270,Høng,27.47,2,Vårbyg,1,,396-78,35.711,2,0
35691,,13353980,Solbjergvej,16A,nan,4270,Høng,9.24,2,Vinterraps,22,,756-2,205.128,4,0
35692,,13353980,Solbjergvej,16A,nan,4270,Høng,9.24,2,Vinterraps,22,,64-72,110.88,4,0
35693,,13353980,Solbjergvej,16A,nan,4270,Høng,20.8,2,Vinterhvede,11,,396-77,66.56,2,0
35694,,13353980,Solbjergvej,16A,nan,4270,Høng,20.8,2,Vinterhvede,11,,11-66,2.6208,2,0
35695,,13353980,Solbjergvej,16A,nan,4270,Høng,27.47,2,Vårbyg,1,,18-597,142.844,4,0
35696,,13353980,Solbjergvej,16A,nan,4270,Høng,27.47,2,Vårbyg,1,,19-184,142.844,4,0
35697,,13353980,Solbjergvej,16A,nan,4270,Høng,9.24,2,Vinterraps,22,,64-91,36.036,4,0
35698,,13353980,Solbjergvej,16A,nan,4270,Høng,9.24,2,Vinterraps,22,,18-597,32.34,4,0
35699,,13353980,Solbjergvej,16A,nan,4270,Høng,20.8,2,Vinterhvede,11,,19-240,218.4,4,0
35700,,13353980,Solbjergvej,16A,nan,4270,Høng,20.8,2,Vinterhvede,11,,18-631,170.56,4,0
35701,,13353980,Solbjergvej,16A,nan,4270,Høng,9.24,2,Vinterraps,22,,347-57,41.58,4,0
35702,,13353980,Solbjergvej,16A,nan,4270,Høng,20.8,2,Vinterhvede,11,,64-82,109.2,4,0
35703,,13353980,Solbjergvej,16A,nan,4270,Høng,27.47,2,Vårbyg,1,,64-70,373.592,4,0
35704,,13353980,Solbjergvej,16A,nan,4270,Høng,9.24,2,Vinterraps,22,,396-77,32.34,2,0
36012,,13370303,Sognevejen,268,nan,9631,Gedsted,80.23,2,Juletræer og pyntegrønt,583,,48-16,143.5671,4,0
36013,,13370303,Sognevejen,268,nan,9631,Gedsted,80.23,2,Juletræer og pyntegrønt,583,,396-82,22.3451,4,0
36574,,13429979,Skærbækvej,8,nan,6870,Ølgod,7.67,2,Juletræer og pyntegrønt,583,,347-5,1.5,4,0
36575,,13429979,Skærbækvej,8,nan,6870,Ølgod,7.67,2,Juletræer og pyntegrønt,583,,48-16,7.5,4,0
36576,,13429979,Skærbækvej,8,nan,6870,Ølgod,7.67,2,Juletræer og pyntegrønt,583,,526-21,1.1,4,0
37413,,13473943,Haastrup Bjergvej,5,nan,5600,Faaborg,96.0,2,Juletræer og pyntegrønt,583,,347-7,5.6,4,0
37414,,13473943,Haastrup Bjergvej,5,nan,5600,Faaborg,96.0,2,Juletræer og pyntegrønt,583,,396-82,9.0,4,0
37415,,13473943,Haastrup Bjergvej,5,nan,5600,Faaborg,96.0,2,Juletræer og pyntegrønt,583,,396-53,107.0,4,0
37467,,13475784,Dejrupvej,34,nan,6855,Outrup,1.5,2,Juletræer og pyntegrønt,583,,48-16,2.7,4,0
37468,,13475784,Dejrupvej,34,nan,6855,Outrup,5.0,2,Juletræer og pyntegrønt,583,,561-3,1.25,2,0
37469,,13475784,Dejrupvej,34,nan,6855,Outrup,4.9,2,Juletræer og pyntegrønt,583,,347-55,0.03,4,0
37470,,13475784,Dejrupvej,34,nan,6855,Outrup,2.0,2,Juletræer og pyntegrønt,583,,526-21,0.16,4,0
37552,,13477884,Fæsteholt,20,nan,6064,Jordrup,9.0,2,Øvrige udlæg og efterafgrøder,970,,48-16,20.0,4,0
37553,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,18-597,70.397,4,0
37554,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,1-211,148.185,4,0
37555,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,1-195,7.455,4,0
37556,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,19-240,118.62,4,0
37557,,13478988,Uldallund,6,nan,6500,Vojens,36.75,2,Vinterraps,22,,18-597,12.859,4,0
37558,,13478988,Uldallund,6,nan,6500,Vojens,197.35,2,"Kartofler, stivelses-",151,,632-2,355.23,4,0
37559,,13478988,Uldallund,6,nan,6500,Vojens,24.67,2,Vinterhybridrug,15,,18-564,12.31,4,0
37560,,13478988,Uldallund,6,nan,6500,Vojens,457.84,2,Vårbyg,1,,64-82,27.759,4,0
37561,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,396-74,4.685,4,0
37562,,13478988,Uldallund,6,nan,6500,Vojens,36.75,2,Vinterraps,22,,396-57,9.185,4,0
37563,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,421-2,4.97,4,0
37564,,13478988,Uldallund,6,nan,6500,Vojens,457.84,2,Vårbyg,1,,18-416,9.1526,4,0
37565,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,1-243,33.128,4,0
37566,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,11-58,41.41,4,0
37567,,13478988,Uldallund,6,nan,6500,Vojens,457.84,2,Vårbyg,1,,11-69,5.4916,2,0
37568,,13478988,Uldallund,6,nan,6500,Vojens,36.75,2,Vinterraps,22,,19-93,36.7,4,0
37569,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,1-194,41.41,4,0
37570,,13478988,Uldallund,6,nan,6500,Vojens,197.35,2,"Kartofler, stivelses-",151,,561-3,49.3375,2,0
37571,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,632-2,149.076,4,0
37572,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,11-58,12.425,4,0
37573,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,64-100,6.8835,2,0
37574,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,19-228,49.385,4,0
37575,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,1-195,82.918,4,0
37576,,13478988,Uldallund,6,nan,6500,Vojens,457.84,2,Vårbyg,1,,18-667,73.69,4,0
37577,,13478988,Uldallund,6,nan,6500,Vojens,197.35,2,"Kartofler, stivelses-",151,,18-597,161.3395,4,0
37578,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,1-299,33.9989,4,0
37579,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,3-187,33.128,2,0
37580,,13478988,Uldallund,6,nan,6500,Vojens,457.84,2,Vårbyg,1,,19-228,37.5025,4,0
37581,,13478988,Uldallund,6,nan,6500,Vojens,197.35,2,"Kartofler, stivelses-",151,,11-35,487.405,4,0
37582,,13478988,Uldallund,6,nan,6500,Vojens,197.35,2,"Kartofler, stivelses-",151,,48-16,296.025,4,0
37583,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,1-154,39.508,4,0
37584,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,64-128,24.846,4,0
37585,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,18-631,98.79,4,0
37586,,13478988,Uldallund,6,nan,6500,Vojens,197.35,2,"Kartofler, stivelses-",151,,1-195,95.934,4,0
37587,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,561-3,11.6795,2,0
37588,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,1-289,49.692,4,0
37589,,13478988,Uldallund,6,nan,6500,Vojens,24.67,2,Vinterhybridrug,15,,18-414,12.31,4,0
37590,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,11-35,278.1652,4,0
37591,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,727-2,6.9314,4,0
37592,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,3-187,9.94,2,0
37593,,13478988,Uldallund,6,nan,6500,Vojens,24.67,2,Vinterhybridrug,15,,18-631,8.617,4,0
37594,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,11-35,68.1397,4,0
37595,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,1-289,14.91,4,0
37596,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,361-15,89.46,4,0
37597,,13478988,Uldallund,6,nan,6500,Vojens,197.35,2,"Kartofler, stivelses-",151,,1-194,76.216,4,0
37598,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,632-2,44.73,4,0
37599,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,18-564,96.369,4,0
37600,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,632-4,20.705,2,0
37601,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,18-597,59.31,4,0
37602,,13478988,Uldallund,6,nan,6500,Vojens,197.7,2,Vinterhvede,11,,18-667,49.385,4,0
37603,,13478988,Uldallund,6,nan,6500,Vojens,24.9,2,"Kartofler, lægge- (egen opformering)",150,,18-597,11.1825,4,0
37604,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,361-15,356.126,4,0
37605,,13478988,Uldallund,6,nan,6500,Vojens,82.86,2,"Kartofler, friteret/chips/pommes frites",156,,1-299,115.9004,4,0
